Player ID,Timestamps,Hours Played,Money Spent ($),Criminal Score,Missions Completed,Player Rank,Team Affiliation,VIP Status,Cash on Hand ($),Sync Stability (%),Quest Exploit Score,Player Level,Dark Market Transactions,Transaction Amount ($),Neural Link Stability (%)
P1635,2025-02-15 04:24:04,67,1512,2,94,Interstellar Agent,Lone Wolf,No,4767,94.3,657,Celestial Vanguard,Error404,2561,64.6
P1636,2025-02-17 21:44:21,467,5,9,439,Universal Archon,Shadow Collective,No,480,64.9,0,Cosmic Initiate,GlitchChip,144,53.4
P1637,2025-02-17 21:24:47,185,11049,4,59,Nebula Novice,Cyber Sentinels,No,8683,85.6,493,Celestial Vanguard,GhostCoder,6152,75.8
P1638,2025-02-16 22:49:25,452,19,10,341,Universal Archon,Shadow Collective,No,426,77.6,145,Galactic Cadet,GlitchChip,50,67.4
P1639,2025-02-17 22:00:54,429,22,10,364,Universal Archon,Shadow Collective,No,356,46.8,291,Galactic Cadet,RealityBender,175,65.1
P1640,2025-02-15 06:04:12,113,10669,1,161,Interstellar Agent,Shadow Collective,No,13630,94.4,648,Celestial Vanguard,GhostCoder,912,88.8
P1641,2025-02-15 03:41:14,253,9186,4,289,Nebula Novice,Cyber Sentinels,No,13177,90.4,700,Starborne Operative,CyberWraith,2286,63.0
P1642,2025-02-16 22:03:01,71,6810,0,107,Stellar Scout,Shadow Collective,No,8488,90.1,368,Celestial Vanguard,ByteBandit,781,96.2
P1643,2025-02-16 00:34:16,220,3814,4,191,Cosmic Ensign,Cyber Sentinels,No,11544,88.0,701,Celestial Vanguard,RealityBender,2401,80.7
P1644,2025-02-17 23:23:58,254,3206,2,240,Cosmic Ensign,Lone Wolf,No,11097,94.2,982,Celestial Vanguard,GhostCoder,9091,66.8
P1645,2025-02-15 04:20:09,95,10962,4,111,Stellar Scout,Cyber Sentinels,No,14635,86.7,405,Quantum Sovereign,QuantumBreaker,2721,82.8
P1646,2025-02-17 18:17:59,178,4699,2,76,Cosmic Ensign,Cyber Sentinels,No,4045,97.2,670,Quantum Sovereign,PixelPirate,9557,83.2
P1647,2025-02-16 18:16:11,421,27,7,339,Interstellar Agent,Shadow Collective,No,424,46.5,55,Galactic Cadet,CyberWraith,60,44.6
P1648,2025-02-16 21:05:40,215,10919,5,177,Interstellar Agent,Lone Wolf,No,8913,99.4,700,Celestial Vanguard,CyberWraith,4970,81.8
P1649,2025-02-17 02:19:09,168,7115,4,83,Stellar Scout,Lone Wolf,No,11444,89.9,921,Starborne Operative,PixelPirate,5214,98.3
P1650,2025-02-17 02:31:28,81,11268,1,96,Nebula Novice,Lone Wolf,No,2058,86.5,363,Quantum Sovereign,CyberWraith,2351,68.7
P1651,2025-02-16 02:09:49,274,18485,1,140,Cosmic Ensign,Cyber Sentinels,No,12218,99.6,428,Starborne Operative,QuantumBreaker,6564,67.0
P1652,2025-02-16 04:37:19,70,8952,1,25,Stellar Scout,Shadow Collective,No,14181,99.5,559,Starborne Operative,DataDrifter,8896,77.0
P1653,2025-02-17 10:14:33,457,31,8,307,Solar Admiral,Shadow Collective,No,316,76.7,0,Galactic Cadet,Error404,151,67.3
P1654,2025-02-15 22:01:08,469,45,8,424,Galactic Commander,Shadow Collective,No,229,66.0,0,Galactic Cadet,RealityBender,55,47.2
P1655,2025-02-15 15:55:21,275,13136,0,29,Interstellar Agent,Cyber Sentinels,No,8068,97.1,440,Celestial Vanguard,QuantumBreaker,3095,77.3
P1656,2025-02-15 21:04:08,161,18427,4,126,Stellar Scout,Shadow Collective,No,7617,96.3,539,Quantum Sovereign,ByteBandit,5327,88.0
P1657,2025-02-15 15:59:08,76,19066,1,281,Stellar Scout,Shadow Collective,No,11487,94.4,770,Quantum Sovereign,PixelPirate,8553,60.9
P1658,2025-02-17 16:25:02,285,2301,2,112,Stellar Scout,Shadow Collective,No,7981,96.6,536,Starborne Operative,ByteBandit,9964,74.7
P1659,2025-02-15 17:07:53,410,47,8,474,Galactic Commander,Shadow Collective,No,333,47.6,0,Galactic Cadet,RealityBender,138,40.2
P1660,2025-02-16 10:10:19,217,1108,3,265,Cosmic Ensign,Cyber Sentinels,No,9537,98.8,604,Quantum Sovereign,QuantumBreaker,9567,84.4
P1661,2025-02-17 09:41:54,100,12354,3,213,Interstellar Agent,Lone Wolf,No,2552,96.5,543,Quantum Sovereign,RealityBender,5430,96.5
P1662,2025-02-16 02:05:53,499,17,9,371,Solar Admiral,Shadow Collective,No,87,46.5,0,Galactic Cadet,CyberWraith,75,45.9
P1663,2025-02-17 13:36:42,231,2132,5,187,Nebula Novice,Shadow Collective,No,10032,91.2,975,Quantum Sovereign,CyberWraith,1897,96.8
P1664,2025-02-17 03:15:49,75,1849,4,230,Interstellar Agent,Shadow Collective,No,11518,88.5,739,Starborne Operative,PixelPirate,5924,89.4
P1665,2025-02-15 00:42:53,135,1997,2,53,Interstellar Agent,Cyber Sentinels,No,2832,87.1,567,Starborne Operative,PixelPirate,8076,93.7
P1666,2025-02-17 09:17:46,272,2295,5,121,Stellar Scout,Cyber Sentinels,No,9429,86.7,828,Starborne Operative,GhostCoder,1134,95.5
P1667,2025-02-17 15:35:05,209,19684,1,200,Cosmic Ensign,Lone Wolf,No,11673,97.8,627,Starborne Operative,GlitchChip,1256,96.1
P1668,2025-02-16 08:07:47,292,14864,1,274,Stellar Scout,Cyber Sentinels,Yes,10434,97.6,510,Starborne Operative,GlitchChip,364,99.9
P1669,2025-02-16 12:41:26,299,8888,0,241,Cosmic Ensign,Lone Wolf,No,11531,97.5,327,Starborne Operative,ByteBandit,1665,80.4
P1670,2025-02-15 01:21:45,156,10759,4,210,Nebula Novice,Lone Wolf,Yes,1229,86.9,812,Starborne Operative,QuantumBreaker,1341,88.3
P1671,2025-02-15 01:43:42,164,2492,1,285,Cosmic Ensign,Shadow Collective,Yes,10894,93.3,845,Celestial Vanguard,DataDrifter,3110,90.4
P1672,2025-02-15 20:30:06,196,16671,0,127,Stellar Scout,Cyber Sentinels,No,11055,89.7,807,Celestial Vanguard,DataDrifter,3457,72.3
P1673,2025-02-15 09:26:42,452,24,5,311,Interstellar Agent,Shadow Collective,No,202,40.1,0,Galactic Cadet,RealityBender,101,43.7
P1674,2025-02-16 00:29:00,295,15916,4,175,Stellar Scout,Cyber Sentinels,No,12949,99.6,450,Quantum Sovereign,NeonShifter,3901,83.9
P1675,2025-02-16 02:01:14,270,16212,1,63,Interstellar Agent,Shadow Collective,No,1757,95.7,914,Quantum Sovereign,Error404,9181,79.9
P1676,2025-02-16 16:19:15,260,15875,3,236,Interstellar Agent,Lone Wolf,No,6579,98.0,522,Quantum Sovereign,GhostCoder,7713,86.3
P1677,2025-02-15 09:22:42,205,18597,0,292,Stellar Scout,Lone Wolf,No,10917,97.0,342,Celestial Vanguard,ByteBandit,7907,69.0
P1678,2025-02-15 20:01:06,200,9287,2,194,Interstellar Agent,Lone Wolf,No,1884,94.7,767,Quantum Sovereign,DataDrifter,4696,64.5
P1679,2025-02-16 16:27:06,57,17339,4,226,Cosmic Ensign,Lone Wolf,No,4562,94.4,409,Celestial Vanguard,GhostCoder,5326,80.4
P1680,2025-02-16 21:08:01,195,4474,4,186,Stellar Scout,Lone Wolf,No,2797,85.5,585,Celestial Vanguard,Error404,3232,90.7
P1681,2025-02-16 18:29:28,70,19466,2,148,Nebula Novice,Shadow Collective,No,5644,97.7,767,Starborne Operative,NeonShifter,993,89.6
P1682,2025-02-17 22:09:44,246,12636,1,254,Cosmic Ensign,Cyber Sentinels,Yes,6174,90.4,964,Celestial Vanguard,CyberWraith,3688,87.0
P1683,2025-02-15 19:26:27,244,2180,3,284,Interstellar Agent,Shadow Collective,No,8746,98.1,850,Quantum Sovereign,NeonShifter,2318,99.0
P1684,2025-02-17 10:11:08,404,48,5,416,Galactic Commander,Shadow Collective,No,4,77.0,0,Galactic Cadet,Error404,67,69.6
P1685,2025-02-17 08:57:52,153,4461,5,247,Cosmic Ensign,Lone Wolf,No,11851,85.2,586,Starborne Operative,RealityBender,5189,82.1
P1686,2025-02-16 05:46:18,183,14711,2,159,Stellar Scout,Shadow Collective,No,5289,89.5,809,Starborne Operative,QuantumBreaker,9323,81.9
P1687,2025-02-16 10:13:32,402,8,9,418,Universal Archon,Shadow Collective,No,118,49.7,0,Cosmic Initiate,CyberWraith,125,46.7
P1688,2025-02-17 06:57:24,431,9,7,396,Universal Archon,Shadow Collective,No,289,79.7,131,Cosmic Initiate,GlitchChip,64,47.8
P1689,2025-02-17 21:56:30,75,16205,3,276,Stellar Scout,Shadow Collective,No,9898,87.4,778,Starborne Operative,QuantumBreaker,8740,64.8
P1690,2025-02-17 19:39:15,99,2939,0,281,Interstellar Agent,Shadow Collective,No,4554,86.3,570,Celestial Vanguard,PixelPirate,6188,63.9
P1691,2025-02-17 09:19:04,459,24,9,320,Universal Archon,Shadow Collective,No,125,50.8,235,Galactic Cadet,GlitchChip,89,50.6
P1692,2025-02-16 03:46:04,170,10699,0,189,Stellar Scout,Shadow Collective,No,1997,98.1,987,Starborne Operative,DataDrifter,2122,62.9
P1693,2025-02-16 00:30:26,213,3177,0,33,Stellar Scout,Cyber Sentinels,No,8508,86.5,711,Quantum Sovereign,Error404,3440,62.1
P1694,2025-02-15 02:24:23,82,6784,0,178,Cosmic Ensign,Cyber Sentinels,No,7444,96.8,748,Quantum Sovereign,DataDrifter,6088,92.7
P1695,2025-02-16 16:49:01,84,11353,3,81,Nebula Novice,Shadow Collective,No,11729,89.7,936,Quantum Sovereign,Error404,5196,70.8
P1696,2025-02-15 10:18:57,229,3794,4,160,Cosmic Ensign,Shadow Collective,No,13004,96.6,624,Quantum Sovereign,NeonShifter,6677,81.2
P1697,2025-02-17 04:25:00,144,2966,4,74,Cosmic Ensign,Lone Wolf,No,14460,94.9,332,Starborne Operative,DataDrifter,2288,67.8
P1698,2025-02-16 16:25:31,108,12397,4,48,Stellar Scout,Lone Wolf,No,10798,90.0,960,Starborne Operative,ByteBandit,8584,61.2
P1699,2025-02-15 02:02:24,176,11359,0,274,Nebula Novice,Lone Wolf,No,10829,97.3,516,Celestial Vanguard,QuantumBreaker,4928,96.5
P1700,2025-02-16 02:04:41,230,16511,3,270,Interstellar Agent,Shadow Collective,No,4980,93.5,570,Quantum Sovereign,DataDrifter,655,72.2
P1701,2025-02-15 20:33:26,62,15246,0,217,Stellar Scout,Shadow Collective,No,7617,86.9,987,Celestial Vanguard,CyberWraith,6080,92.1
P1702,2025-02-16 12:10:43,108,19431,2,168,Interstellar Agent,Cyber Sentinels,No,2789,86.8,560,Starborne Operative,GhostCoder,2674,94.4
P1703,2025-02-15 18:26:36,140,7491,4,242,Nebula Novice,Cyber Sentinels,No,1490,93.6,929,Starborne Operative,NeonShifter,4243,78.7
P1704,2025-02-16 08:03:57,151,5458,2,73,Interstellar Agent,Shadow Collective,No,11733,90.9,358,Starborne Operative,NeonShifter,6190,62.3
P1705,2025-02-17 12:05:29,224,10736,1,280,Cosmic Ensign,Shadow Collective,No,8035,93.4,666,Starborne Operative,DataDrifter,7102,63.6
P1706,2025-02-17 13:58:47,283,9670,4,232,Cosmic Ensign,Shadow Collective,No,5518,94.1,662,Quantum Sovereign,Error404,5900,93.7
P1707,2025-02-17 05:22:43,79,6678,3,118,Nebula Novice,Shadow Collective,No,5216,95.2,974,Starborne Operative,GhostCoder,1844,81.2
P1708,2025-02-15 09:39:52,288,10170,0,102,Stellar Scout,Lone Wolf,No,6957,97.9,432,Celestial Vanguard,PixelPirate,1777,78.5
P1709,2025-02-17 18:51:20,231,1996,5,161,Nebula Novice,Shadow Collective,No,6880,90.0,675,Starborne Operative,GlitchChip,2776,82.1
P1710,2025-02-15 16:51:01,294,5022,0,199,Nebula Novice,Cyber Sentinels,No,13683,87.0,917,Starborne Operative,RealityBender,7912,91.0
P1711,2025-02-15 21:15:33,136,12682,1,289,Stellar Scout,Shadow Collective,No,7381,92.4,579,Starborne Operative,DataDrifter,3543,72.7
P1712,2025-02-15 19:17:46,242,8511,5,253,Stellar Scout,Lone Wolf,No,12221,91.6,521,Quantum Sovereign,PixelPirate,9577,67.5
P1713,2025-02-17 12:03:55,80,2345,0,90,Interstellar Agent,Cyber Sentinels,No,12895,87.5,563,Starborne Operative,QuantumBreaker,8651,75.4
P1714,2025-02-17 15:52:34,251,13538,2,130,Interstellar Agent,Cyber Sentinels,No,6340,92.1,414,Starborne Operative,CyberWraith,3073,60.2
P1715,2025-02-16 17:20:43,66,19222,3,133,Nebula Novice,Lone Wolf,No,6420,85.8,937,Starborne Operative,DataDrifter,7752,78.0
P1716,2025-02-17 12:24:35,76,5265,4,263,Stellar Scout,Shadow Collective,No,12658,89.7,648,Starborne Operative,NeonShifter,7536,86.8
P1717,2025-02-16 03:10:10,262,1878,4,96,Interstellar Agent,Lone Wolf,No,504,94.1,783,Starborne Operative,NeonShifter,550,82.4
P1718,2025-02-16 21:44:53,273,6132,0,287,Cosmic Ensign,Shadow Collective,No,10268,99.9,631,Quantum Sovereign,PixelPirate,719,65.3
P1719,2025-02-15 15:16:12,441,40,9,432,Universal Archon,Shadow Collective,No,58,58.4,0,Cosmic Initiate,GlitchChip,92,45.9
P1720,2025-02-17 11:38:29,184,18643,0,242,Nebula Novice,Lone Wolf,No,1598,92.0,312,Starborne Operative,QuantumBreaker,2094,97.9
P1721,2025-02-17 19:55:16,456,33,10,439,Universal Archon,Shadow Collective,No,178,60.6,166,Galactic Cadet,CyberWraith,51,57.6
P1722,2025-02-16 17:52:23,127,11985,0,171,Interstellar Agent,Cyber Sentinels,No,6903,91.2,598,Quantum Sovereign,PixelPirate,2196,77.8
P1723,2025-02-16 12:31:58,136,4420,4,83,Cosmic Ensign,Lone Wolf,No,5553,96.9,531,Quantum Sovereign,ByteBandit,4530,90.6
P1724,2025-02-15 23:35:22,224,9495,3,94,Nebula Novice,Shadow Collective,No,4772,94.9,602,Quantum Sovereign,DataDrifter,9504,96.2
P1725,2025-02-15 07:45:49,274,13375,3,151,Nebula Novice,Shadow Collective,No,11621,93.4,729,Quantum Sovereign,ByteBandit,5996,81.3
P1726,2025-02-16 08:30:52,69,3819,0,222,Interstellar Agent,Shadow Collective,No,7525,89.3,393,Quantum Sovereign,GhostCoder,3969,86.1
P1727,2025-02-16 08:46:09,278,11388,1,252,Interstellar Agent,Cyber Sentinels,Yes,3123,89.2,517,Starborne Operative,PixelPirate,4457,74.3
P1728,2025-02-17 00:47:15,87,9476,1,244,Nebula Novice,Shadow Collective,No,5296,85.6,943,Quantum Sovereign,DataDrifter,6473,73.8
P1729,2025-02-17 10:23:07,164,13231,3,111,Interstellar Agent,Lone Wolf,No,2786,96.4,525,Quantum Sovereign,NeonShifter,7794,98.1
P1730,2025-02-17 22:11:20,177,4860,1,206,Interstellar Agent,Shadow Collective,No,1685,87.3,555,Starborne Operative,RealityBender,9153,91.2
P1731,2025-02-16 09:20:18,270,19877,2,78,Cosmic Ensign,Cyber Sentinels,No,5496,87.7,697,Celestial Vanguard,RealityBender,213,83.2
P1732,2025-02-17 09:07:26,50,11932,3,295,Stellar Scout,Shadow Collective,No,1256,95.5,510,Starborne Operative,DataDrifter,4501,62.9
P1733,2025-02-17 18:16:47,260,14292,2,116,Stellar Scout,Lone Wolf,No,7605,96.0,848,Celestial Vanguard,Error404,9964,99.9
P1734,2025-02-16 08:19:01,255,15456,0,275,Nebula Novice,Shadow Collective,Yes,8671,89.1,686,Starborne Operative,QuantumBreaker,4025,69.9
P1735,2025-02-16 08:24:50,406,18,10,451,Interstellar Agent,Shadow Collective,No,338,59.5,0,Galactic Cadet,GlitchChip,149,56.8
P1736,2025-02-15 06:00:13,213,13503,1,277,Interstellar Agent,Shadow Collective,No,1799,98.6,789,Quantum Sovereign,GhostCoder,5032,93.3
P1737,2025-02-17 05:48:58,298,13276,4,243,Interstellar Agent,Cyber Sentinels,No,5259,96.4,811,Celestial Vanguard,GlitchChip,4590,66.8
P1738,2025-02-16 12:50:19,109,3081,2,75,Interstellar Agent,Cyber Sentinels,No,12113,88.9,885,Starborne Operative,GlitchChip,2738,65.5
P1739,2025-02-17 03:58:27,272,18175,1,82,Cosmic Ensign,Lone Wolf,No,734,91.9,425,Starborne Operative,NeonShifter,210,71.6
P1740,2025-02-15 19:53:12,116,12505,3,252,Interstellar Agent,Cyber Sentinels,No,14059,95.0,413,Quantum Sovereign,GhostCoder,6323,75.6
P1741,2025-02-15 21:36:18,190,8558,4,63,Nebula Novice,Shadow Collective,No,12601,89.7,750,Quantum Sovereign,PixelPirate,8153,96.8
P1742,2025-02-17 11:39:18,165,14090,2,262,Interstellar Agent,Shadow Collective,No,4623,92.2,703,Starborne Operative,ByteBandit,5880,65.0
P1743,2025-02-16 12:25:07,287,12207,5,91,Interstellar Agent,Shadow Collective,No,5753,98.9,372,Celestial Vanguard,CyberWraith,1116,71.5
P1744,2025-02-16 21:22:49,176,18341,1,276,Interstellar Agent,Cyber Sentinels,No,5400,96.1,445,Starborne Operative,RealityBender,7163,63.1
P1745,2025-02-17 02:57:36,227,2330,3,107,Interstellar Agent,Lone Wolf,No,9121,91.5,582,Starborne Operative,RealityBender,6324,92.0
P1746,2025-02-15 10:10:19,270,15148,1,39,Stellar Scout,Cyber Sentinels,No,1937,88.9,356,Starborne Operative,GlitchChip,9012,87.9
P1747,2025-02-16 17:15:49,111,8923,0,60,Nebula Novice,Cyber Sentinels,No,8828,88.9,321,Celestial Vanguard,CyberWraith,4222,80.1
P1748,2025-02-15 23:32:52,177,11478,2,88,Cosmic Ensign,Shadow Collective,No,6933,86.6,376,Celestial Vanguard,DataDrifter,6851,84.3
P1749,2025-02-17 20:11:12,166,18146,1,182,Nebula Novice,Shadow Collective,No,14912,93.2,965,Quantum Sovereign,GhostCoder,1558,86.3
P1750,2025-02-15 23:53:50,151,14900,4,241,Stellar Scout,Lone Wolf,No,13736,97.6,888,Celestial Vanguard,ByteBandit,7265,86.6
P1751,2025-02-15 04:58:22,186,5615,2,218,Nebula Novice,Lone Wolf,No,10571,96.2,413,Quantum Sovereign,PixelPirate,2212,70.5
P1752,2025-02-16 06:54:58,128,16418,3,106,Stellar Scout,Shadow Collective,No,11706,99.0,590,Starborne Operative,PixelPirate,8705,94.4
P1753,2025-02-17 12:54:46,475,30,6,411,Universal Archon,Shadow Collective,No,429,64.2,46,Cosmic Initiate,GlitchChip,176,64.4
P1754,2025-02-16 20:10:47,223,11250,5,85,Nebula Novice,Cyber Sentinels,No,11320,91.8,403,Starborne Operative,GlitchChip,6085,85.5
P1755,2025-02-16 17:39:40,435,23,10,397,Galactic Commander,Shadow Collective,No,417,79.4,0,Cosmic Initiate,GlitchChip,59,42.8
P1756,2025-02-16 00:30:32,105,8727,4,128,Cosmic Ensign,Cyber Sentinels,No,5217,87.8,434,Celestial Vanguard,NeonShifter,5392,69.6
P1757,2025-02-16 15:12:34,435,1,6,313,Universal Archon,Shadow Collective,No,483,74.2,145,Cosmic Initiate,CyberWraith,90,41.8
P1758,2025-02-17 16:22:53,126,7213,2,45,Interstellar Agent,Shadow Collective,No,12951,99.3,914,Starborne Operative,DataDrifter,3116,80.6
P1759,2025-02-17 14:15:24,290,19514,4,258,Nebula Novice,Cyber Sentinels,No,564,89.5,507,Starborne Operative,RealityBender,297,78.7
P1760,2025-02-15 07:00:16,94,8720,5,188,Stellar Scout,Cyber Sentinels,No,8511,92.1,958,Starborne Operative,GhostCoder,7246,74.2
P1761,2025-02-15 18:43:57,66,15338,1,247,Cosmic Ensign,Shadow Collective,No,6030,89.8,870,Starborne Operative,QuantumBreaker,7770,97.5
P1762,2025-02-15 13:05:13,154,15024,0,193,Stellar Scout,Lone Wolf,No,13146,93.7,430,Quantum Sovereign,QuantumBreaker,3036,78.5
P1763,2025-02-15 03:42:50,296,3260,2,50,Nebula Novice,Cyber Sentinels,No,14107,97.8,951,Starborne Operative,Error404,928,77.5
P1764,2025-02-16 10:24:36,239,18681,4,189,Stellar Scout,Shadow Collective,No,8252,87.8,878,Starborne Operative,NeonShifter,9979,94.6
P1765,2025-02-17 14:57:16,457,8,10,453,Interstellar Agent,Shadow Collective,No,226,53.9,0,Galactic Cadet,CyberWraith,168,60.0
P1766,2025-02-15 06:22:26,255,6923,0,65,Interstellar Agent,Lone Wolf,No,3404,85.5,700,Quantum Sovereign,CyberWraith,9898,63.6
P1767,2025-02-15 00:16:50,263,9238,1,221,Cosmic Ensign,Cyber Sentinels,No,5253,88.8,464,Quantum Sovereign,Error404,6955,83.5
P1768,2025-02-15 18:24:51,488,49,10,301,Interstellar Agent,Shadow Collective,No,76,46.6,226,Galactic Cadet,GlitchChip,131,44.7
P1769,2025-02-16 13:02:09,480,33,8,439,Solar Admiral,Shadow Collective,No,54,42.3,96,Galactic Cadet,GlitchChip,60,40.4
P1770,2025-02-16 18:49:01,407,43,8,354,Galactic Commander,Shadow Collective,No,374,74.4,243,Galactic Cadet,CyberWraith,122,52.1
P1771,2025-02-16 16:09:39,172,6429,4,178,Interstellar Agent,Lone Wolf,Yes,5239,89.1,731,Quantum Sovereign,DataDrifter,3708,67.4
P1772,2025-02-15 20:54:06,140,14536,4,165,Nebula Novice,Shadow Collective,No,7230,96.0,640,Starborne Operative,GhostCoder,5221,79.8
P1773,2025-02-15 22:50:03,243,3227,4,207,Nebula Novice,Lone Wolf,No,8687,90.9,990,Celestial Vanguard,CyberWraith,9378,74.4
P1774,2025-02-16 18:13:41,252,14495,0,41,Stellar Scout,Lone Wolf,No,12688,89.7,486,Quantum Sovereign,PixelPirate,4557,80.6
P1775,2025-02-16 22:24:57,401,37,6,347,Galactic Commander,Shadow Collective,No,374,50.6,0,Galactic Cadet,GlitchChip,166,59.2
P1776,2025-02-15 16:44:14,155,2476,2,55,Cosmic Ensign,Cyber Sentinels,No,5528,88.2,489,Quantum Sovereign,GhostCoder,857,81.8
P1777,2025-02-15 16:04:09,89,6863,4,93,Nebula Novice,Cyber Sentinels,No,3781,90.4,452,Celestial Vanguard,DataDrifter,2603,66.6
P1778,2025-02-16 22:27:17,72,11014,4,221,Stellar Scout,Lone Wolf,No,8050,97.1,993,Quantum Sovereign,Error404,5480,67.9
P1779,2025-02-15 03:57:49,169,18645,1,170,Interstellar Agent,Shadow Collective,No,10718,85.4,748,Quantum Sovereign,NeonShifter,5190,72.1
P1780,2025-02-16 07:22:48,146,11112,5,133,Interstellar Agent,Lone Wolf,No,11641,99.5,948,Celestial Vanguard,DataDrifter,8587,76.3
P1781,2025-02-15 11:33:40,240,12664,5,28,Cosmic Ensign,Shadow Collective,No,5975,96.8,737,Starborne Operative,Error404,7910,91.7
P1782,2025-02-16 03:27:09,242,5795,1,93,Cosmic Ensign,Shadow Collective,No,3102,92.3,947,Celestial Vanguard,PixelPirate,8952,92.8
P1783,2025-02-16 20:06:30,171,2797,5,158,Interstellar Agent,Cyber Sentinels,No,11509,95.2,559,Quantum Sovereign,QuantumBreaker,7152,76.6
P1784,2025-02-15 07:40:18,412,20,9,486,Universal Archon,Shadow Collective,No,24,79.2,202,Cosmic Initiate,Error404,183,60.9
P1785,2025-02-17 21:35:38,300,6551,2,148,Cosmic Ensign,Cyber Sentinels,No,11644,99.0,965,Quantum Sovereign,Error404,6001,63.3
P1786,2025-02-17 21:41:31,231,11617,3,64,Stellar Scout,Lone Wolf,No,1270,97.8,853,Starborne Operative,DataDrifter,1762,81.8
P1787,2025-02-16 15:38:45,450,38,10,348,Solar Admiral,Shadow Collective,No,299,42.7,0,Cosmic Initiate,Error404,176,58.1
P1788,2025-02-17 09:09:55,298,19056,0,66,Stellar Scout,Cyber Sentinels,No,955,86.2,520,Starborne Operative,ByteBandit,6113,67.2
P1789,2025-02-15 00:25:47,111,4257,2,97,Stellar Scout,Cyber Sentinels,No,4470,97.2,704,Quantum Sovereign,DataDrifter,1190,71.6
P1790,2025-02-15 00:21:16,95,3606,1,268,Nebula Novice,Cyber Sentinels,No,9499,93.9,736,Celestial Vanguard,NeonShifter,672,93.3
P1791,2025-02-15 13:19:14,204,1595,1,70,Interstellar Agent,Shadow Collective,No,7034,98.6,314,Starborne Operative,RealityBender,1823,86.2
P1792,2025-02-16 22:31:11,241,3594,3,212,Cosmic Ensign,Cyber Sentinels,No,3353,99.1,616,Quantum Sovereign,DataDrifter,4313,99.6
P1793,2025-02-17 09:06:02,282,16760,0,210,Nebula Novice,Shadow Collective,No,8574,89.6,933,Starborne Operative,GlitchChip,7721,99.1
P1794,2025-02-15 04:15:57,226,19102,3,25,Stellar Scout,Shadow Collective,No,3553,98.6,560,Starborne Operative,RealityBender,3989,86.3
P1795,2025-02-17 05:21:32,52,18868,5,123,Cosmic Ensign,Lone Wolf,No,11010,86.7,509,Starborne Operative,GlitchChip,6333,86.6
P1796,2025-02-15 00:55:07,476,46,6,345,Solar Admiral,Shadow Collective,No,279,49.3,179,Cosmic Initiate,Error404,148,44.8
P1797,2025-02-15 10:44:40,60,6374,0,132,Nebula Novice,Cyber Sentinels,No,9740,90.2,597,Starborne Operative,ByteBandit,3624,66.7
P1798,2025-02-16 04:07:40,56,4326,5,62,Interstellar Agent,Shadow Collective,No,2350,97.0,779,Quantum Sovereign,ByteBandit,6840,89.5
P1799,2025-02-17 21:24:05,95,11481,0,190,Stellar Scout,Lone Wolf,No,4703,96.3,742,Celestial Vanguard,DataDrifter,357,66.8
P1800,2025-02-15 02:58:14,126,3741,3,193,Stellar Scout,Lone Wolf,No,5135,99.2,312,Celestial Vanguard,DataDrifter,1371,84.3
P1801,2025-02-15 20:27:45,65,12230,0,249,Cosmic Ensign,Shadow Collective,Yes,4750,92.5,467,Quantum Sovereign,QuantumBreaker,6864,97.2
P1802,2025-02-16 08:31:08,500,32,9,364,Universal Archon,Shadow Collective,No,251,42.0,0,Cosmic Initiate,RealityBender,165,51.8
P1803,2025-02-17 00:03:03,60,12132,4,138,Cosmic Ensign,Shadow Collective,No,627,86.3,467,Celestial Vanguard,NeonShifter,7547,85.6
P1804,2025-02-17 23:29:59,288,5507,4,115,Nebula Novice,Cyber Sentinels,No,9464,98.6,433,Starborne Operative,CyberWraith,1868,63.6
P1805,2025-02-15 11:28:47,424,17,5,409,Galactic Commander,Shadow Collective,No,273,41.2,20,Galactic Cadet,RealityBender,95,49.1
P1806,2025-02-16 05:12:59,66,16370,5,159,Interstellar Agent,Cyber Sentinels,No,8051,85.7,702,Celestial Vanguard,ByteBandit,5861,97.6
P1807,2025-02-17 14:27:49,161,17718,4,227,Stellar Scout,Lone Wolf,No,3179,98.4,560,Starborne Operative,GhostCoder,9998,61.0
P1808,2025-02-16 22:13:08,225,3629,1,297,Nebula Novice,Lone Wolf,Yes,2536,86.5,580,Celestial Vanguard,PixelPirate,8289,91.8
P1809,2025-02-16 05:16:52,156,3333,4,193,Stellar Scout,Shadow Collective,No,12588,85.4,795,Starborne Operative,Error404,2611,91.6
P1810,2025-02-16 08:45:25,134,3460,3,258,Nebula Novice,Cyber Sentinels,No,11403,88.1,304,Celestial Vanguard,CyberWraith,3868,72.2
P1811,2025-02-16 12:45:30,162,16087,5,89,Cosmic Ensign,Cyber Sentinels,No,1471,94.3,661,Quantum Sovereign,Error404,3091,81.3
P1812,2025-02-16 14:09:58,171,8724,2,277,Interstellar Agent,Cyber Sentinels,No,3308,94.3,494,Starborne Operative,CyberWraith,7843,95.7
P1813,2025-02-16 21:39:28,489,17,5,456,Galactic Commander,Shadow Collective,No,205,66.6,0,Galactic Cadet,Error404,123,56.0
P1814,2025-02-15 19:24:38,458,16,9,442,Galactic Commander,Shadow Collective,No,388,55.7,67,Cosmic Initiate,RealityBender,191,62.0
P1815,2025-02-16 06:18:52,153,6440,1,262,Stellar Scout,Shadow Collective,No,14697,88.4,540,Celestial Vanguard,RealityBender,6496,85.2
