Crew_ID,Age,Stress_Level,Crew_Role,Fitness_Level,Species,Home_Planet,Ship_Name,Recent_Medical_Incident
CRW1461,105,5,Engineer,Moderate,Krell,Krellar,SS Aurora,True
CRW1462,154,78,Engineer,Moderate,Aquarion,Eldar,SS Solaris,False
CRW1463,86,26,Engineer,Low,Xel'Naga,Vulpes,SS Endeavor,False
CRW1464,198,9,Communications Officer,Low,Eldari,Zeta Reticuli,SS Endeavor,False
CRW1465,24,72,Scientist,Low,Synthoid,Andromeda Prime,SS Orion,False
CRW1466,194,96,Engineer,High,Eldari,Nova Terra,SS Andromeda,False
CRW1467,163,95,Communications Officer,High,Vulperian,Dracos,SS Andromeda,True
CRW1468,141,47,Security,High,Human,Eldar,SS Solaris,False
CRW1469,179,69,Communications Officer,Low,Vulperian,Zylar IV,SS Solaris,False
CRW1470,89,58,Pilot,Low,Human,Krellar,SS Endeavor,False
CRW1471,167,99,Communications Officer,Low,Krell,Dracos,SS Odyssey,False
CRW1472,58,58,Scientist,High,Draconian,Felix,SS Andromeda,False
CRW1473,174,1,Navigator,Low,Xel'Naga,Earth,SS Odyssey,False
CRW1474,197,28,Communications Officer,Moderate,Krell,Zylar IV,SS Andromeda,False
CRW1475,94,67,Engineer,High,Andromedan,Eldar,SS Odyssey,True
CRW1476,164,64,Pilot,Moderate,Draconian,Felix,SS Odyssey,False
CRW1477,70,82,Medical Officer,High,Krell,Aquaros,SS Andromeda,False
CRW1478,142,25,Engineer,Moderate,Aquarion,Aquaros,SS Orion,False
CRW1479,109,88,Pilot,High,Eldari,Eldar,SS Orion,True
CRW1480,161,9,Security,Moderate,Vulperian,Aquaros,SS Solaris,False
CRW1481,58,52,Medical Officer,Moderate,Draconian,Vulpes,SS Odyssey,False
CRW1482,82,78,Security,Low,Aquarion,Nova Terra,SS Odyssey,False
CRW1483,192,58,Navigator,Moderate,Vulperian,Andromeda Prime,SS Odyssey,False
CRW1484,145,21,Pilot,Moderate,Andromedan,Nova Terra,SS Odyssey,False
CRW1485,60,50,Security,Low,Zetan,Krellar,SS Odyssey,False
CRW1486,84,47,Navigator,Low,Draconian,Nova Terra,SS Endeavor,False
CRW1487,67,20,Pilot,High,Aquarion,Nova Terra,SS Aurora,False
CRW1488,109,21,Pilot,Moderate,Vulperian,Earth,SS Odyssey,False
CRW1489,32,99,Security,High,Vulperian,Andromeda Prime,SS Endeavor,False
CRW1490,83,97,Pilot,High,Krell,Felix,SS Orion,False
CRW1491,98,29,Engineer,Moderate,Human,Nova Terra,SS Odyssey,False
CRW1492,174,24,Pilot,Low,Krell,Andromeda Prime,SS Orion,False
CRW1493,73,27,Scientist,High,Aquarion,Zeta Reticuli,SS Solaris,False
CRW1494,25,64,Navigator,Low,Synthoid,Aquaros,SS Aurora,False
CRW1495,80,44,Pilot,Low,Eldari,Dracos,SS Andromeda,False
CRW1496,93,67,Scientist,Low,Draconian,Earth,SS Aurora,False
CRW1497,169,6,Pilot,High,Krell,Aquaros,SS Odyssey,False
CRW1498,114,48,Pilot,Low,Vulperian,Andromeda Prime,SS Odyssey,True
CRW1499,84,8,Security,High,Vulperian,Aquaros,SS Aurora,False
CRW1500,75,35,Engineer,Moderate,Zetan,Nova Terra,SS Aurora,False
CRW1501,138,82,Navigator,High,Draconian,Dracos,SS Solaris,False
CRW1502,131,0,Engineer,High,Zetan,Nova Terra,SS Orion,False
CRW1503,95,9,Medical Officer,Moderate,Felid,Krellar,SS Andromeda,True
CRW1504,128,35,Security,Moderate,Eldari,Nova Terra,SS Aurora,False
CRW1505,78,72,Security,High,Andromedan,Dracos,SS Andromeda,False
CRW1506,190,45,Engineer,High,Krell,Zylar IV,SS Aurora,False
CRW1507,24,31,Communications Officer,Moderate,Xel'Naga,Zeta Reticuli,SS Orion,False
CRW1508,141,31,Security,High,Aquarion,Andromeda Prime,SS Andromeda,False
CRW1509,27,5,Engineer,Low,Aquarion,Zeta Reticuli,SS Endeavor,False
CRW1510,26,47,Security,High,Andromedan,Krellar,SS Orion,False
CRW1511,26,37,Pilot,High,Draconian,Zeta Reticuli,SS Andromeda,True
CRW1512,75,16,Engineer,High,Krell,Aquaros,SS Aurora,False
CRW1513,68,73,Engineer,Moderate,Eldari,Eldar,SS Aurora,False
CRW1514,198,26,Scientist,High,Felid,Earth,SS Orion,True
CRW1515,30,53,Security,High,Human,Dracos,SS Orion,True
CRW1516,120,49,Security,Low,Zetan,Earth,SS Aurora,True
CRW1517,41,34,Engineer,Moderate,Andromedan,Dracos,SS Andromeda,False
CRW1518,143,84,Pilot,High,Human,Andromeda Prime,SS Endeavor,False
CRW1519,82,24,Pilot,Moderate,Zetan,Zeta Reticuli,SS Solaris,False
CRW1520,144,27,Navigator,Low,Andromedan,Andromeda Prime,SS Orion,False
CRW1521,184,14,Pilot,High,Aquarion,Nova Terra,SS Aurora,False
CRW1522,199,3,Security,High,Aquarion,Nova Terra,SS Andromeda,False
CRW1523,103,92,Communications Officer,Moderate,Vulperian,Earth,SS Orion,False
CRW1524,83,72,Scientist,Moderate,Zetan,Vulpes,SS Andromeda,False
CRW1525,166,26,Engineer,Moderate,Xel'Naga,Vulpes,SS Orion,False
CRW1526,24,25,Medical Officer,High,Eldari,Eldar,SS Aurora,False
CRW1527,181,18,Scientist,High,Synthoid,Vulpes,SS Andromeda,False
CRW1528,34,91,Communications Officer,Moderate,Draconian,Krellar,SS Aurora,False
CRW1529,141,16,Medical Officer,High,Draconian,Aquaros,SS Andromeda,True
CRW1530,146,42,Scientist,Moderate,Zetan,Aquaros,SS Orion,False
CRW1531,110,40,Pilot,Moderate,Andromedan,Nova Terra,SS Solaris,False
CRW1532,94,41,Security,High,Felid,Vulpes,SS Solaris,False
CRW1533,89,49,Communications Officer,Low,Andromedan,Eldar,SS Endeavor,False
CRW1534,163,83,Medical Officer,Low,Synthoid,Dracos,SS Endeavor,False
CRW1535,122,39,Communications Officer,Moderate,Eldari,Nova Terra,SS Odyssey,False
CRW1536,119,38,Scientist,High,Krell,Andromeda Prime,SS Aurora,False
CRW1537,32,22,Security,High,Eldari,Vulpes,SS Andromeda,False
CRW1538,126,95,Communications Officer,Moderate,Krell,Nova Terra,SS Endeavor,False
CRW1539,88,51,Medical Officer,High,Synthoid,Vulpes,SS Orion,False
CRW1540,144,46,Engineer,Low,Krell,Krellar,SS Solaris,False
CRW1541,50,62,Scientist,High,Xel'Naga,Felix,SS Andromeda,False
CRW1542,158,96,Engineer,Moderate,Vulperian,Eldar,SS Odyssey,False
CRW1543,174,68,Pilot,High,Eldari,Earth,SS Solaris,False
CRW1544,97,42,Engineer,Moderate,Krell,Zylar IV,SS Andromeda,True
CRW1545,191,47,Engineer,High,Aquarion,Eldar,SS Endeavor,False
CRW1546,30,33,Navigator,Moderate,Xel'Naga,Vulpes,SS Endeavor,False
CRW1547,61,39,Scientist,High,Eldari,Andromeda Prime,SS Aurora,False
CRW1548,46,74,Pilot,Low,Krell,Andromeda Prime,SS Odyssey,False
CRW1549,26,60,Engineer,High,Aquarion,Earth,SS Andromeda,False
CRW1550,160,49,Security,Low,Synthoid,Zeta Reticuli,SS Odyssey,False
CRW1551,145,66,Medical Officer,Low,Synthoid,Andromeda Prime,SS Orion,False
CRW1552,59,61,Engineer,High,Zetan,Nova Terra,SS Odyssey,False
CRW1553,93,57,Pilot,Moderate,Draconian,Andromeda Prime,SS Endeavor,False
CRW1554,154,32,Engineer,High,Human,Zylar IV,SS Aurora,False
CRW1555,197,74,Medical Officer,Low,Aquarion,Earth,SS Endeavor,True
CRW1556,111,15,Pilot,Moderate,Zetan,Nova Terra,SS Solaris,False
CRW1557,167,81,Scientist,High,Xel'Naga,Vulpes,SS Endeavor,False
CRW1558,58,93,Pilot,High,Krell,Eldar,SS Andromeda,False
CRW1559,81,47,Scientist,High,Eldari,Earth,SS Aurora,False
CRW1560,197,9,Pilot,Low,Andromedan,Zylar IV,SS Andromeda,False
CRW1561,49,81,Communications Officer,High,Aquarion,Aquaros,SS Orion,True
CRW1562,102,37,Medical Officer,Moderate,Human,Zylar IV,SS Orion,True
CRW1563,135,18,Medical Officer,Moderate,Felid,Dracos,SS Endeavor,True
CRW1564,61,35,Pilot,Low,Andromedan,Dracos,SS Aurora,False
CRW1565,66,58,Communications Officer,High,Vulperian,Aquaros,SS Odyssey,False
CRW1566,83,62,Engineer,Moderate,Human,Krellar,SS Aurora,True
CRW1567,114,76,Medical Officer,Moderate,Zetan,Andromeda Prime,SS Aurora,False
CRW1568,136,45,Scientist,Moderate,Human,Eldar,SS Aurora,False
CRW1569,88,2,Scientist,High,Krell,Zeta Reticuli,SS Endeavor,False
CRW1570,77,73,Security,High,Eldari,Zeta Reticuli,SS Andromeda,False
CRW1571,61,64,Navigator,High,Felid,Felix,SS Endeavor,False
CRW1572,119,90,Communications Officer,Moderate,Xel'Naga,Eldar,SS Odyssey,False
CRW1573,61,7,Navigator,High,Andromedan,Felix,SS Andromeda,False
CRW1574,112,50,Navigator,Moderate,Human,Zylar IV,SS Odyssey,True
CRW1575,54,80,Scientist,High,Krell,Aquaros,SS Solaris,False
CRW1576,27,72,Security,Low,Synthoid,Felix,SS Solaris,False
CRW1577,168,5,Navigator,Low,Human,Aquaros,SS Andromeda,True
CRW1578,101,88,Navigator,Moderate,Human,Vulpes,SS Endeavor,False
CRW1579,189,38,Pilot,High,Draconian,Earth,SS Odyssey,False
CRW1580,113,59,Pilot,High,Andromedan,Nova Terra,SS Odyssey,False
CRW1581,118,27,Pilot,High,Draconian,Dracos,SS Orion,False
CRW1582,80,96,Engineer,High,Draconian,Zeta Reticuli,SS Odyssey,False
CRW1583,80,53,Navigator,Moderate,Eldari,Andromeda Prime,SS Endeavor,False
CRW1584,69,36,Engineer,Moderate,Krell,Nova Terra,SS Orion,False
CRW1585,190,8,Security,Low,Draconian,Zylar IV,SS Endeavor,False
CRW1586,34,81,Communications Officer,High,Human,Felix,SS Aurora,False
CRW1587,128,55,Scientist,Moderate,Zetan,Vulpes,SS Odyssey,False
CRW1588,66,58,Navigator,Moderate,Zetan,Nova Terra,SS Aurora,False
CRW1589,110,84,Scientist,Moderate,Synthoid,Vulpes,SS Solaris,False
CRW1590,191,1,Communications Officer,High,Zetan,Zeta Reticuli,SS Solaris,False
CRW1591,121,60,Pilot,Moderate,Synthoid,Zeta Reticuli,SS Andromeda,False
CRW1592,176,57,Navigator,Moderate,Zetan,Andromeda Prime,SS Odyssey,True
CRW1593,187,59,Medical Officer,Moderate,Vulperian,Aquaros,SS Orion,False
CRW1594,28,39,Engineer,Low,Synthoid,Zylar IV,SS Aurora,False
CRW1595,154,35,Engineer,High,Aquarion,Krellar,SS Endeavor,True
CRW1596,66,36,Navigator,High,Andromedan,Eldar,SS Odyssey,True
CRW1597,79,78,Communications Officer,Moderate,Andromedan,Andromeda Prime,SS Andromeda,False
CRW1598,52,91,Pilot,Moderate,Andromedan,Zeta Reticuli,SS Endeavor,False
CRW1599,44,17,Engineer,High,Krell,Earth,SS Aurora,False
CRW1600,191,97,Pilot,Moderate,Eldari,Felix,SS Odyssey,False
CRW1601,159,62,Security,Low,Xel'Naga,Aquaros,SS Aurora,False
CRW1602,181,21,Scientist,Low,Eldari,Felix,SS Odyssey,True
CRW1603,128,10,Communications Officer,High,Synthoid,Felix,SS Odyssey,False
CRW1604,179,57,Medical Officer,Low,Eldari,Eldar,SS Aurora,False
CRW1605,60,56,Scientist,Moderate,Zetan,Earth,SS Aurora,False
CRW1606,180,76,Scientist,Moderate,Synthoid,Andromeda Prime,SS Endeavor,True
CRW1607,103,3,Security,Moderate,Felid,Nova Terra,SS Andromeda,False
CRW1608,121,85,Engineer,Low,Eldari,Krellar,SS Aurora,False
CRW1609,23,6,Medical Officer,Moderate,Eldari,Vulpes,SS Solaris,False
CRW1610,98,60,Engineer,High,Draconian,Eldar,SS Andromeda,False
CRW1611,33,53,Navigator,Moderate,Vulperian,Eldar,SS Solaris,True
CRW1612,60,87,Scientist,Moderate,Krell,Andromeda Prime,SS Endeavor,False
CRW1613,34,67,Navigator,High,Synthoid,Eldar,SS Aurora,True
CRW1614,67,91,Pilot,Low,Xel'Naga,Vulpes,SS Andromeda,False
CRW1615,176,78,Scientist,Moderate,Andromedan,Vulpes,SS Aurora,False
CRW1616,134,0,Engineer,Moderate,Human,Earth,SS Odyssey,False
CRW1617,38,54,Scientist,High,Felid,Nova Terra,SS Aurora,True
CRW1618,125,2,Pilot,Moderate,Aquarion,Vulpes,SS Andromeda,False
CRW1619,119,77,Security,High,Eldari,Krellar,SS Aurora,False
CRW1620,109,37,Navigator,High,Andromedan,Eldar,SS Aurora,False
CRW1621,130,0,Navigator,Moderate,Zetan,Earth,SS Orion,True
CRW1622,184,37,Engineer,Moderate,Aquarion,Zeta Reticuli,SS Orion,False
CRW1623,91,84,Scientist,Moderate,Vulperian,Earth,SS Andromeda,False
CRW1624,179,28,Engineer,High,Andromedan,Krellar,SS Andromeda,False
CRW1625,95,4,Security,Moderate,Draconian,Aquaros,SS Odyssey,False
CRW1626,84,73,Scientist,High,Andromedan,Earth,SS Odyssey,False
CRW1627,177,91,Scientist,Low,Vulperian,Zeta Reticuli,SS Aurora,True
CRW1628,81,20,Engineer,Moderate,Andromedan,Vulpes,SS Solaris,False
CRW1629,100,70,Engineer,Moderate,Felid,Dracos,SS Andromeda,False
CRW1630,58,66,Pilot,High,Eldari,Dracos,SS Aurora,False
CRW1631,43,46,Communications Officer,High,Felid,Dracos,SS Solaris,False
CRW1632,169,83,Communications Officer,Low,Felid,Aquaros,SS Orion,False
CRW1633,117,82,Security,High,Andromedan,Felix,SS Odyssey,False
CRW1634,89,34,Communications Officer,Moderate,Draconian,Zeta Reticuli,SS Andromeda,False
CRW1635,38,67,Pilot,Moderate,Krell,Krellar,SS Aurora,False
CRW1636,33,68,Navigator,High,Vulperian,Andromeda Prime,SS Orion,False
CRW1637,171,0,Scientist,Low,Draconian,Dracos,SS Endeavor,False
CRW1638,166,67,Engineer,Moderate,Synthoid,Andromeda Prime,SS Orion,False
CRW1639,159,11,Scientist,High,Andromedan,Aquaros,SS Aurora,False
CRW1640,139,59,Scientist,High,Xel'Naga,Andromeda Prime,SS Odyssey,True
CRW1641,43,26,Medical Officer,High,Andromedan,Eldar,SS Solaris,False
CRW1642,141,55,Navigator,Low,Vulperian,Aquaros,SS Endeavor,False
CRW1643,71,22,Medical Officer,Moderate,Aquarion,Andromeda Prime,SS Endeavor,False
CRW1644,35,24,Communications Officer,High,Draconian,Earth,SS Odyssey,False
CRW1645,196,20,Scientist,High,Xel'Naga,Dracos,SS Endeavor,True
CRW1646,50,60,Engineer,Moderate,Synthoid,Nova Terra,SS Andromeda,True
CRW1647,185,62,Scientist,Moderate,Zetan,Zylar IV,SS Aurora,False
CRW1648,146,51,Navigator,Moderate,Synthoid,Aquaros,SS Endeavor,True
CRW1649,28,87,Medical Officer,High,Draconian,Vulpes,SS Orion,False
CRW1650,50,24,Engineer,High,Aquarion,Zylar IV,SS Solaris,False
CRW1651,160,54,Scientist,Moderate,Draconian,Krellar,SS Aurora,False
CRW1652,54,45,Security,Low,Human,Aquaros,SS Odyssey,False
CRW1653,155,31,Navigator,High,Xel'Naga,Aquaros,SS Orion,False
CRW1654,132,54,Navigator,Moderate,Aquarion,Andromeda Prime,SS Andromeda,False
CRW1655,100,95,Security,Moderate,Xel'Naga,Aquaros,SS Endeavor,False
CRW1656,181,4,Scientist,Moderate,Draconian,Dracos,SS Orion,True
CRW1657,79,35,Navigator,High,Krell,Zeta Reticuli,SS Aurora,False
CRW1658,47,48,Engineer,Low,Xel'Naga,Zeta Reticuli,SS Orion,False
CRW1659,195,57,Scientist,Moderate,Human,Krellar,SS Andromeda,False
CRW1660,50,38,Scientist,Moderate,Eldari,Eldar,SS Solaris,True
CRW1661,25,79,Medical Officer,High,Aquarion,Felix,SS Endeavor,False
CRW1662,120,96,Navigator,High,Human,Nova Terra,SS Aurora,True
CRW1663,162,84,Navigator,High,Human,Eldar,SS Endeavor,False
CRW1664,60,60,Security,Moderate,Zetan,Dracos,SS Endeavor,True
CRW1665,36,8,Medical Officer,High,Krell,Dracos,SS Odyssey,False
CRW1666,140,5,Communications Officer,Moderate,Andromedan,Earth,SS Endeavor,True
CRW1667,50,34,Medical Officer,High,Krell,Zeta Reticuli,SS Orion,False
CRW1668,178,38,Navigator,Moderate,Vulperian,Zylar IV,SS Orion,False
CRW1669,96,21,Scientist,Moderate,Zetan,Vulpes,SS Solaris,False
CRW1670,137,40,Medical Officer,High,Draconian,Aquaros,SS Andromeda,False
CRW1671,53,4,Security,High,Draconian,Nova Terra,SS Aurora,False
CRW1672,151,41,Medical Officer,High,Synthoid,Vulpes,SS Orion,False
CRW1673,196,86,Security,Moderate,Andromedan,Eldar,SS Endeavor,False
CRW1674,105,80,Communications Officer,Moderate,Vulperian,Vulpes,SS Andromeda,False
CRW1675,43,75,Medical Officer,High,Felid,Earth,SS Aurora,False
CRW1676,48,86,Security,Moderate,Felid,Nova Terra,SS Aurora,True
CRW1677,102,79,Medical Officer,High,Xel'Naga,Nova Terra,SS Aurora,False
CRW1678,147,66,Communications Officer,High,Krell,Earth,SS Aurora,False
CRW1679,113,29,Medical Officer,High,Aquarion,Dracos,SS Solaris,True
CRW1680,42,56,Engineer,Low,Human,Earth,SS Aurora,False
CRW1681,68,85,Security,High,Xel'Naga,Dracos,SS Andromeda,False
CRW1682,122,72,Communications Officer,High,Synthoid,Zylar IV,SS Orion,False
CRW1683,105,28,Security,High,Krell,Krellar,SS Andromeda,False
CRW1684,27,36,Security,High,Felid,Dracos,SS Endeavor,False
CRW1685,168,86,Pilot,Moderate,Aquarion,Vulpes,SS Odyssey,False
CRW1686,152,12,Communications Officer,High,Synthoid,Dracos,SS Solaris,False
CRW1687,22,31,Medical Officer,High,Human,Krellar,SS Solaris,True
CRW1688,79,45,Security,Moderate,Zetan,Eldar,SS Endeavor,False
CRW1689,145,22,Navigator,High,Felid,Aquaros,SS Andromeda,True
CRW1690,187,44,Pilot,Moderate,Andromedan,Earth,SS Andromeda,False
CRW1691,36,16,Engineer,Moderate,Felid,Aquaros,SS Endeavor,False
CRW1692,183,84,Security,High,Felid,Earth,SS Odyssey,False
CRW1693,184,65,Security,Moderate,Zetan,Zylar IV,SS Aurora,False
CRW1694,85,100,Pilot,High,Aquarion,Zeta Reticuli,SS Aurora,False
CRW1695,46,5,Medical Officer,Moderate,Zetan,Vulpes,SS Orion,False
CRW1696,45,17,Navigator,Moderate,Aquarion,Vulpes,SS Andromeda,True
CRW1697,33,93,Engineer,High,Vulperian,Eldar,SS Andromeda,False
CRW1698,39,21,Security,Moderate,Vulperian,Felix,SS Endeavor,False
CRW1699,36,32,Medical Officer,Low,Eldari,Zeta Reticuli,SS Endeavor,False
CRW1700,48,29,Communications Officer,Low,Eldari,Zeta Reticuli,SS Aurora,False
CRW1701,93,80,Navigator,Moderate,Felid,Earth,SS Andromeda,False
CRW1702,81,31,Communications Officer,Moderate,Zetan,Vulpes,SS Andromeda,False
CRW1703,195,41,Navigator,High,Draconian,Vulpes,SS Solaris,False
CRW1704,166,77,Engineer,High,Zetan,Zeta Reticuli,SS Orion,False
CRW1705,114,9,Scientist,Moderate,Zetan,Earth,SS Orion,False
CRW1706,74,35,Navigator,High,Draconian,Dracos,SS Aurora,False
CRW1707,29,33,Scientist,Low,Andromedan,Dracos,SS Odyssey,False
CRW1708,100,72,Communications Officer,High,Felid,Krellar,SS Andromeda,False
CRW1709,48,27,Navigator,High,Krell,Andromeda Prime,SS Solaris,False
CRW1710,195,10,Engineer,High,Draconian,Nova Terra,SS Andromeda,False
CRW1711,71,77,Pilot,Low,Felid,Zylar IV,SS Endeavor,False
CRW1712,152,38,Engineer,Moderate,Aquarion,Earth,SS Aurora,False
CRW1713,114,46,Engineer,Moderate,Krell,Dracos,SS Odyssey,False
CRW1714,193,18,Pilot,High,Human,Eldar,SS Orion,False
CRW1715,45,14,Pilot,Low,Felid,Nova Terra,SS Andromeda,False
CRW1716,81,27,Medical Officer,High,Andromedan,Nova Terra,SS Odyssey,False
CRW1717,143,23,Navigator,Low,Human,Nova Terra,SS Aurora,False
CRW1718,152,71,Communications Officer,Moderate,Eldari,Zeta Reticuli,SS Orion,False
CRW1719,169,8,Medical Officer,High,Xel'Naga,Krellar,SS Andromeda,True
CRW1720,67,46,Pilot,Moderate,Felid,Eldar,SS Solaris,False
CRW1721,36,32,Scientist,Moderate,Vulperian,Andromeda Prime,SS Aurora,False
CRW1722,174,61,Communications Officer,High,Human,Eldar,SS Andromeda,False
CRW1723,38,96,Scientist,Low,Synthoid,Eldar,SS Orion,False
CRW1724,147,18,Engineer,Moderate,Zetan,Earth,SS Orion,False
CRW1725,105,66,Security,High,Aquarion,Krellar,SS Solaris,False
CRW1726,30,73,Engineer,High,Human,Aquaros,SS Aurora,False
CRW1727,187,39,Engineer,Moderate,Human,Krellar,SS Aurora,True
CRW1728,197,46,Security,Moderate,Xel'Naga,Aquaros,SS Odyssey,False
CRW1729,84,64,Navigator,Moderate,Eldari,Andromeda Prime,SS Andromeda,False
CRW1730,138,28,Pilot,Moderate,Zetan,Earth,SS Odyssey,True
CRW1731,151,49,Scientist,Moderate,Felid,Zeta Reticuli,SS Orion,False
CRW1732,109,97,Engineer,Low,Felid,Nova Terra,SS Orion,True
CRW1733,93,12,Security,Moderate,Zetan,Earth,SS Solaris,False
CRW1734,160,0,Medical Officer,Low,Xel'Naga,Zeta Reticuli,SS Solaris,True
CRW1735,85,33,Engineer,High,Draconian,Earth,SS Aurora,True
CRW1736,93,92,Scientist,High,Xel'Naga,Zeta Reticuli,SS Odyssey,False
CRW1737,42,47,Pilot,High,Synthoid,Earth,SS Orion,False
CRW1738,39,76,Engineer,Moderate,Krell,Krellar,SS Andromeda,True
CRW1739,85,47,Engineer,Low,Synthoid,Krellar,SS Endeavor,False
CRW1740,103,48,Navigator,High,Xel'Naga,Krellar,SS Andromeda,False
CRW1741,131,63,Security,High,Vulperian,Nova Terra,SS Solaris,False
CRW1742,116,60,Medical Officer,Low,Draconian,Zylar IV,SS Andromeda,False
CRW1743,187,28,Medical Officer,High,Vulperian,Vulpes,SS Orion,False
CRW1744,53,38,Communications Officer,Moderate,Synthoid,Aquaros,SS Odyssey,False
CRW1745,32,87,Pilot,Moderate,Zetan,Krellar,SS Aurora,False
CRW1746,66,25,Communications Officer,Low,Synthoid,Felix,SS Odyssey,False
CRW1747,54,16,Scientist,High,Andromedan,Zylar IV,SS Endeavor,False
CRW1748,123,70,Pilot,High,Eldari,Aquaros,SS Aurora,True
CRW1749,190,12,Engineer,Moderate,Aquarion,Earth,SS Endeavor,False
CRW1750,157,68,Engineer,Low,Andromedan,Andromeda Prime,SS Endeavor,True
CRW1751,32,25,Medical Officer,Moderate,Xel'Naga,Zeta Reticuli,SS Orion,False
CRW1752,109,48,Scientist,High,Human,Zylar IV,SS Orion,False
CRW1753,62,66,Security,Moderate,Vulperian,Eldar,SS Solaris,False
CRW1754,166,6,Scientist,Low,Krell,Dracos,SS Solaris,False
CRW1755,97,57,Engineer,Low,Andromedan,Zylar IV,SS Endeavor,False
CRW1756,142,48,Security,Low,Draconian,Krellar,SS Odyssey,True
CRW1757,67,52,Scientist,High,Vulperian,Krellar,SS Solaris,False
CRW1758,181,64,Scientist,High,Andromedan,Zylar IV,SS Orion,False
CRW1759,101,61,Security,Moderate,Zetan,Zeta Reticuli,SS Solaris,True
CRW1760,75,16,Engineer,Low,Felid,Aquaros,SS Endeavor,False
CRW1761,107,42,Scientist,High,Aquarion,Earth,SS Aurora,False
CRW1762,113,24,Security,High,Synthoid,Dracos,SS Odyssey,False
CRW1763,169,2,Navigator,Moderate,Synthoid,Earth,SS Odyssey,True
CRW1764,182,78,Navigator,High,Andromedan,Nova Terra,SS Andromeda,False
CRW1765,189,28,Engineer,High,Xel'Naga,Zeta Reticuli,SS Solaris,False
CRW1766,181,31,Security,Moderate,Draconian,Krellar,SS Odyssey,False
CRW1767,118,25,Navigator,Moderate,Xel'Naga,Nova Terra,SS Orion,False
CRW1768,23,15,Security,Moderate,Vulperian,Earth,SS Aurora,False
CRW1769,54,24,Scientist,High,Eldari,Earth,SS Orion,False
CRW1770,179,53,Engineer,Moderate,Aquarion,Dracos,SS Solaris,False
CRW1771,182,27,Navigator,Moderate,Aquarion,Vulpes,SS Endeavor,False
CRW1772,98,72,Communications Officer,Moderate,Synthoid,Earth,SS Andromeda,False
CRW1773,137,55,Scientist,Moderate,Aquarion,Aquaros,SS Andromeda,False
CRW1774,175,64,Communications Officer,High,Xel'Naga,Aquaros,SS Aurora,False
CRW1775,171,92,Communications Officer,High,Draconian,Zylar IV,SS Odyssey,False
CRW1776,124,85,Pilot,High,Draconian,Dracos,SS Odyssey,False
CRW1777,187,79,Pilot,High,Synthoid,Dracos,SS Odyssey,False
CRW1778,124,40,Engineer,Moderate,Andromedan,Krellar,SS Andromeda,True
CRW1779,111,50,Navigator,Low,Felid,Earth,SS Endeavor,False
CRW1780,195,70,Navigator,Moderate,Draconian,Vulpes,SS Odyssey,False
CRW1781,143,77,Navigator,Moderate,Xel'Naga,Eldar,SS Orion,False
CRW1782,164,28,Security,High,Human,Nova Terra,SS Odyssey,False
CRW1783,127,82,Scientist,Moderate,Andromedan,Dracos,SS Endeavor,False
CRW1784,140,18,Navigator,High,Eldari,Zylar IV,SS Aurora,False
CRW1785,193,65,Scientist,High,Krell,Zylar IV,SS Aurora,False
CRW1786,70,40,Engineer,High,Zetan,Earth,SS Andromeda,False
CRW1787,125,44,Communications Officer,Moderate,Aquarion,Earth,SS Endeavor,False
CRW1788,82,14,Navigator,Low,Aquarion,Eldar,SS Orion,False
CRW1789,144,2,Engineer,High,Human,Andromeda Prime,SS Endeavor,False
CRW1790,155,10,Navigator,High,Andromedan,Andromeda Prime,SS Orion,True
CRW1791,30,52,Pilot,Moderate,Synthoid,Earth,SS Orion,True
CRW1792,27,45,Medical Officer,High,Xel'Naga,Zeta Reticuli,SS Endeavor,False
CRW1793,94,29,Engineer,Low,Human,Aquaros,SS Solaris,False
CRW1794,124,56,Navigator,Moderate,Zetan,Aquaros,SS Endeavor,True
CRW1795,181,17,Medical Officer,Low,Draconian,Eldar,SS Orion,False
CRW1796,62,50,Engineer,Moderate,Synthoid,Eldar,SS Odyssey,False
CRW1797,135,47,Security,Moderate,Krell,Krellar,SS Aurora,False
CRW1798,29,65,Navigator,Moderate,Felid,Vulpes,SS Aurora,False
CRW1799,93,95,Security,Moderate,Synthoid,Zylar IV,SS Andromeda,False
CRW1800,199,7,Pilot,Moderate,Human,Felix,SS Aurora,True
CRW1801,113,21,Navigator,High,Eldari,Aquaros,SS Solaris,True
CRW1802,83,5,Communications Officer,Moderate,Human,Zeta Reticuli,SS Orion,False
CRW1803,105,75,Pilot,Moderate,Human,Earth,SS Endeavor,False
CRW1804,83,56,Medical Officer,Low,Human,Dracos,SS Endeavor,False
CRW1805,132,35,Engineer,Moderate,Synthoid,Zeta Reticuli,SS Solaris,False
CRW1806,148,78,Scientist,Moderate,Human,Krellar,SS Aurora,True
CRW1807,28,91,Pilot,High,Andromedan,Felix,SS Orion,False
CRW1808,105,56,Scientist,Moderate,Synthoid,Zeta Reticuli,SS Aurora,False
CRW1809,153,48,Scientist,Moderate,Draconian,Dracos,SS Andromeda,False
CRW1810,155,44,Engineer,Low,Andromedan,Nova Terra,SS Aurora,False
CRW1811,79,81,Medical Officer,Low,Zetan,Andromeda Prime,SS Andromeda,True
CRW1812,43,65,Engineer,High,Draconian,Nova Terra,SS Endeavor,True
CRW1813,175,76,Navigator,Low,Krell,Zylar IV,SS Orion,True
CRW1814,148,44,Pilot,High,Aquarion,Zylar IV,SS Odyssey,False
